addressnbr,addressline1,city,state,zip,streetaddress,lat,lng,tradename,owner,phone,county
510,HWY 6 SUITE 150,SUGAR LAND,TX,77478,510 HWY 6 SUITE 150,29.6196141,-95.60701472,TELFAIR LIQUOR,PRIME REGENCY INC.,281-240-0997,Fort Bend
1004,ALDINE BENDER ROAD,HOUSTON,TX,77032,1004 ALDINE BENDER ROAD,29.9332956,-95.37411669,TELO LIQUOR #2,TELO LIQUOR #2 LLC,,Harris
159,ALDINE BENDER ROAD SUITE 171,HOUSTON,TX,77060,159 ALDINE BENDER ROAD SUITE 171,29.9323825,-95.4040438,TELOLOAPAN LIQUOR STORE,ELADIA'S LICOR INC.,713-771-6566,Harris
2001,WOLFE CITY DRIVE SUITE B,COMMERCE,TX,75428,2001 WOLFE CITY DRIVE SUITE B,33.2684877,-95.91605077,TEX'S T ONE STOP,GURSAI TEXAS LLC,903-886-7910,Hunt
9211,W RD SUITE 127,HOUSTON,TX,77064,9211 W RD SUITE 127,29.92214439,-95.54707192,TEXAN LIQUOR,"OTAL, SATMINDER SINGH",(281) 469-6850,Harris
6743,AIRLINE,HOUSTON,TX,77076,6743 AIRLINE,29.86012659,-95.38480709,TEXANS DISCOUNT LIQUOR,SPIRITS & MORE INC.,(713) 697-5499,Harris
701,SAINT JOHN STREET,JEFFERSON,TX,75657,701 SAINT JOHN STREET,32.76628285,-94.34457125,TEXAS 49 CROSSING LIQUOR,BICE INVESTMENTS LLC,903-665-3242,Marion
1210,LOOP 340 NORTH,LACY LAKEVIEW,TX,76715,1210 LOOP 340 NORTH,31.603053,-97.081317,TEXAS BEVERAGE LIQUOR WINE BEER,3 BROTHERS SAJ LLC,254-732-6062,McLennan
503,NIXON AVENUE,NIXON,TX,78140,503 NIXON AVENUE,29.27279856,-97.76575638,TEXAS BOTTLE HAUS,"RICE, LOYCE GREY (ET AL)",830-582-2233,Gonzales
15118,POTRANCO ROAD SUITE 13 AND 14,SAN ANTONIO,TX,78245,15118 POTRANCO ROAD SUITE 13 AND 14,29.42583688,-98.79429465,TEXAS CHEER LIQUOR,MUTTI THIND & JAMMU LLC,210-378-1004,Bexar
11219,POTRANCO ROAD BUILDING A,SAN ANTONIO,TX,78253,11219 POTRANCO ROAD BUILDING A,29.4352651,-98.7153292,TEXAS CHEER LIQUOR #2,MUTTI THIND & JAMMU LLC,210-369-9741,Bexar
13515,HWY 87N SUITE B,VICTORIA,TX,77904,13515 HWY 87N SUITE B,28.92332616,-97.01818075,TEXAS LIQUOR,TACTICAL PM SOLUTIONS LLC,361-579-6247,Victoria
1900,SE 34TH AVENUE UNIT 950,AMARILLO,TX,79118-7794,1900 SE 34TH AVENUE UNIT 950,35.1778736,-101.8157656,TEXAS LIQUOR,"WINGATE, TARA JUNELL",806-220-2187,Randall
232,S RAY ROBERTS PARKWAY,TIOGA,TX,76271,232 S RAY ROBERTS PARKWAY,33.46724582,-96.91934748,TEXAS OASIS LIQUOR STORE,TAKHAR INC.,940 437 5148,Grayson
8035,FM 1431 WEST,GRANITE SHOALS,TX,78654,8035 FM 1431 WEST,30.60492939,-98.36835852,TEXAS QUARRY LIQUOR,TEXAS QUARRY LIQUORS LLC,830-596-0055,Burnet
17802,W LITTLE YORK ROAD SUITE 200,HOUSTON,TX,77084,17802 W LITTLE YORK ROAD SUITE 200,29.8657285,-95.6814921,TEXAS SPACE LIQUOR,"OMAMOGHO, ANDY AJEMIJEREYE",281-741-1739,Harris
10710,N GATEWAY BOULEVARD 'B7',EL PASO,TX,799241741,10710 N GATEWAY BOULEVARD 'B7',31.90244421,-106.4132433,TEXAS STAR BEVERAGES,YGP REMOH CORPORATION,915-821-9151,El Paso
6362,HWY 31 WEST,KILGORE,TX,75662,6362 HWY 31 WEST,32.37695733,-94.98447965,TEXAS TEA LIQUOR,MD BEER AND WINE L.L.C.,(903) 984-3343,Gregg
81760,HWY 289 NORTH,POTTSBORO,TX,75076,81760 HWY 289 NORTH,33.8167823,-96.6795337,TEXOMA FOOD STORE,H K HANSALI INC,903-786-8600,Grayson
1199,AIRPORT BOULEVARD,AUSTIN,TX,78702,1199 AIRPORT BOULEVARD,30.2765053,-97.6997138,THE AUSTIN SHAKER,MAGLITCH SPIRITS LLC,,Travis
420,N PLEASANT VALLEY ROAD SUITE B,AUSTIN,TX,78702,420 N PLEASANT VALLEY ROAD SUITE B,30.2563823,-97.7114503,THE AUSTIN SHAKER,MAGLITCH SPIRITS LLC,617-755-9812,Travis
705,W NOEL STREET,MEMPHIS,TX,79245,705 W NOEL STREET,34.72427543,-100.5441094,THE BEER STORE,THE BEER STORE INC.,,Hall
8312,HWY 84,SHALLOWATER,TX,79363,8312 HWY 84,33.70895798,-102.0411106,THE BEER STORE,JESSE A CARR LLC,806-404-4046,Lubbock
401,S BICENTENNIAL BOULEVARD,MCALLEN,TX,78501,401 S BICENTENNIAL BOULEVARD,26.20108933,-98.23936874,THE BLVD LIQUOR STORE,THE BLVD. LIQUOR STORE LLC,,Hidalgo
309,W L DOC DODSON BOULVARD EAST,NAPLES,TX,75568-6369,309 W L DOC DODSON BOULVARD EAST,33.20101046,-94.59617776,THE BOOTLEGGER,THE BOOTLEGGER LLC,,Morris
545,W VETERANS MEMORIAL BOULEVARD,HARKER HEIGHTS,TX,765481141,545 W VETERANS MEMORIAL BOULEVARD,31.09182729,-97.67282424,THE BOOZE BOX,"KRZYWONSKI, ELLIOTT FRANK",254 699-9565,Bell
750,HWY 105 EAST,SOUR LAKE,TX,776595702,750 HWY 105 EAST,30.14079787,-94.41418983,THE BOTTLE & SMOKE SHOP,"SIREWAL, ANIL",409-287-1210,Hardin
201,S KEY AVENUE,LAMPASAS,TX,765502722,201 S KEY AVENUE,31.06632596,-98.18273356,THE BOTTLE SHOP,27 VILLAGE PATEL CORPORATION,(512) 556-4555,Lampasas
128,MARKET STREET SUITE A,PORT ARANSAS,TX,78373,128 MARKET STREET SUITE A,27.77134722,-97.12269849,THE BOTTLE SHOPPE,MAZOCH LIBATIONS LLC,,Nueces
219,N DUMAS AVENUE,DUMAS,TX,79029,219 N DUMAS AVENUE,35.8684275,-101.9733013,THE BRIGHT SPOT,"MILLAN, SONIA",806-400-1937,Moore
1905,HWY 190 EAST SUITE B,COPPERAS COVE,TX,76522,1905 HWY 190 EAST SUITE B,31.12031222,-97.88365224,THE BRU THRU BOTTLE SHOP,"POTTER, NORMAN ROBERT",254-542-5111,Coryell
615,HWY 84S SUITE 200,SLATON,TX,79364-4636,615 HWY 84S SUITE 200,33.45204632,-101.6430484,THE BULL STOP,THE BULL STOP LLC,806-828-5146,Lubbock
101,E GARDNER STREET SUITE A,BOVINA,TX,79009,101 E GARDNER STREET SUITE A,34.52131807,-102.8909677,THE CATTLE GUARD,CATTLE GUARD LLC,575-791-7262,Parmer
2805,HWY 180 WEST,MINERAL WELLS,TX,76067,2805 HWY 180 WEST,32.80950227,-98.08854165,THE CELLAR,RDW PACKAGE LLC,940-325-4007,Palo Pinto
5100,E UNIVERSITY 'B',ODESSA,TX,79762,5100 E UNIVERSITY 'B',31.88250917,-102.3157717,THE CELLAR,WEBQAC INC.,(432) 550-5911,Ector
113,E GALBRAITH,HEBBRONVILLE,TX,783613401,113 E GALBRAITH,27.30649746,-98.67739029,THE CELLAR,THE CELLAR L.L.C.,(361) 527-5448,Jim Hogg
4514,HWY 180 EAST,MINERAL WELLS,TX,76067,4514 HWY 180 EAST,32.8000529,-98.1275491,THE CELLAR - EAST,RDW PACKAGE LLC,940-325-4007,Palo Pinto
1011,FM 3278,COLDSPRING,TX,77331,1011 FM 3278,30.61650554,-95.16596035,THE DAM LIQUOR STORE,BROWDER'S 3278 MARINA LTD.,936-653-4037,San Jacinto
3829,SAM RAYBURN PARKWAY,BROOKELAND,TX,75931,3829 SAM RAYBURN PARKWAY,31.11080357,-94.00382802,THE DAM LIQUOR STORE,"VANNOY, DEBORAH KAINE",409-698-9954,Jasper
124,W CURRIE,GARDEN CITY,TX,79739,124 W CURRIE,31.7636826,-101.5160195,THE GARDEN BEVERAGE BARN,BEARKAT SUPPLY INC.,432-213-2120,Glasscock
2700-2702,MONTANA AVENUE,EL PASO,TX,79903,2700-2702 MONTANA AVENUE,31.78141596,-106.4642553,THE GIFT BOX FLOWER SHOPPE,"RIVERA, RODOLFO",915-532-3322,El Paso
128,E AVENUE B,MULESHOE,TX,79347,128 E AVENUE B,34.22490349,-102.723904,THE HYDRATION STATION,"ROBINETT, PEGGY DARLENE",806-930-1343,Bailey
811,S RICE,HAMILTON,TX,76531,811 S RICE,31.71664561,-98.11945193,THE JERKY STORE,BLUE DOG'S TOWN HOUSE LLC,254 386 3136,Hamilton
115,N TEXAS BOULEVARD,ALICE,TX,783325033,115 N TEXAS BOULEVARD,27.75099621,-98.06479634,THE JIGGER LIQUOR WINE SPIRITS CIGARS BEER KEGS,J.N.H. ENTERPRISES INC.,361-592-6333,Jim Wells
2302,HWY 121S STE 164 AND 168,LEWISVILLE,TX,750678117,2302 HWY 121S STE 164 AND 168,33.0048081,-96.99291284,THE LEWISVILLE LIQUOR,BLUEBONNET SPIRITS LLC,972-315-6887,Denton 
8103,BANDERA ROAD SUITE 103,SAN ANTONIO,TX,78250,8103 BANDERA ROAD SUITE 103,29.5160574,-98.6359111,THE LIQUOR,LUCK & LOVE INC,210-538-8494,Bexar
2015,N 11TH ST SUITE B,BEAUMONT,TX,77703,2015 N 11TH ST SUITE B,30.0972396,-94.130504,THE LIQUOR,REDDY & REDDY LLC,,Jefferson
2712,HILLCREST,SAN ANTONIO,TX,78228,2712 HILLCREST,29.4839147,-98.559261,THE LIQUOR,LUCK & LOVE INC,210-538-8494,Bexar
9114,MCPHERSON ROAD SUITE 2504,LAREDO,TX,78045,9114 MCPHERSON ROAD SUITE 2504,27.59305787,-99.4804015,THE LIQUOR & TOBACCO SHOP,THE LIQUOR & TOBACCO SHOP L.L.C.,(956) 791-1141,Webb
402,N WELLS STREET,EDNA,TX,77957,402 N WELLS STREET,28.9803526,-96.64760877,THE LIQUOR CABINET,"LUEDECKE, BRYAN ERNEST",361-782-9222,Jackson
11100,SEAN HAGGERTY DRIVE,EL PASO,TX,79924,11100 SEAN HAGGERTY DRIVE,31.93370796,-106.4242566,THE LIQUOR COMPANY,ALL AMERICAN CITY REALTY CO.,915-598-9997,El Paso
2912,DIMMITT ROAD,PLAINVIEW,TX,79072-1720,2912 DIMMITT ROAD,34.21177406,-101.7370992,THE LIQUOR LOFT,CITY LIQUORS INC.,806 288-7777,Hale
771,W ROUND GROVE ROAD 'W150',LEWISVILLE,TX,75067,771 W ROUND GROVE ROAD 'W150',33.0053,-97.0085,THE LIQUOR OUTPOST,CONDOR BEVERAGE COMPANY LLC,940-566-5678,Denton 
950,W STACY ROAD '120',ALLEN,TX,75013,950 W STACY ROAD '120',33.1304704,-96.6754726,THE LIQUOR OUTPOST,CONDOR BEVERAGE COMPANY LLC,,Collin
1450,DEBBIE LANE SUITE 100,ARLINGTON,TX,76002,1450 DEBBIE LANE SUITE 100,32.62256071,-97.09222453,THE LIQUOR OUTPOST,CONDOR BEVERAGE COMPANY LLC,253-225-6265,Tarrant
1010,W UNIVERSITY DRIVE,DENTON,TX,76201,1010 W UNIVERSITY DRIVE,33.2305202,-97.1427538,THE LIQUOR OUTPOST,SIDDHIPRIYA LLC,940-566-5678,Denton 
3969,TEASLEY LANE SUITE 100,DENTON,TX,76201,3969 TEASLEY LANE SUITE 100,33.1591319,-97.1049747,THE LIQUOR OUTPOST,SIDDHIPRIYA LLC,940-387-9000,Denton 
6310,DALROCK ROAD SUITE 500,ROWLETT,TX,75088,6310 DALROCK ROAD SUITE 500,32.91505734,-96.517928,THE LIQUOR OUTPOST,CONDOR BEVERAGE COMPANY LLC,253-225-6265,Rockwall
4300,WESTERN CENTER BOULEVARD,FORT WORTH,TX,76137,4300 WESTERN CENTER BOULEVARD,32.86089524,-97.29321338,THE LIQUOR OUTPOST,CONDOR BEVERAGE COMPANY LLC,,Tarrant
12320,BARKER CYPRESS SUITE 100,CYPRESS,TX,77429,12320 BARKER CYPRESS SUITE 100,29.95634768,-95.6715246,THE LIQUOR SHOP,T. & J. NGUYEN L.L.C.,281-225-7776,Harris
8210,BEAUXART GARDEN ROAD  SUITE B,BEAUMONT,TX,77705,8210 BEAUXART GARDEN ROAD  SUITE B,29.90459021,-94.16147333,THE LIQUOR SHOP #2 AND FINE CIGARS,BOLIVAR HIGH ISLAND BUSINESS INC.,409-779-1100,Jefferson
15201,MASON ROAD SUITE 400,CYPRESS,TX,77433,15201 MASON ROAD SUITE 400,29.9949586,-95.7386779,THE LIQUOR SHOPPE,CHEESEHEADS INDIAN INVESTMENTS LLC,281-213-8200,Harris
505,SW ACCESS ROAD,IOWA PARK,TX,76367-1200,505 SW ACCESS ROAD,33.96507991,-98.67419984,THE LIQUOR STOP,LIQOIL VENTURES LLC,,Wichita
8180,9TH AVENUE,PORT ARTHUR,TX,77642-8014,8180 9TH AVENUE,29.9484385,-93.97976319,THE LIQUOR STOP,SOLLEY'S INC.,409-729-0033,Jefferson
1918,STRICKLAND DRIVE SUITE B,PINEHURST,TX,77630,1918 STRICKLAND DRIVE SUITE B,30.11005008,-93.77976233,THE LIQUOR STOP,AAAS ENTERPRISES INC.,,Orange
1107,E CENTRAL AVENUE,COMANCHE,TX,76442,1107 E CENTRAL AVENUE,31.8979993,-98.5905102,THE LIQUOR STORE,"MAZUREK, THOMAS CHARLES III",325-356-5274,Comanche
4102,OLSEN BOULEVARD,AMARILLO,TX,791093027,4102 OLSEN BOULEVARD,35.1856383,-101.8830912,THE LIQUOR STORE,PARTY-STOP INC.,806-353-5553,Potter
10026,BISSONNET,HOUSTON,TX,77036,10026 BISSONNET,29.67507389,-95.55513839,THE LIQUOR STORE,"HOANG, DIANE DO",713-772-2837,Harris
10830,BEECHNUT,HOUSTON,TX,77072,10830 BEECHNUT,29.68847144,-95.57023619,THE LIQUOR STORE #4,TN DRINKS LLC,281-530-9197,Harris
120,W N MAIN STREET,FLATONIA,TX,78941,120 W N MAIN STREET,29.6879077,-97.1092108,THE MARKET,THE 116 MARKET LIMITED LIABILITY COMPANY,512-917-9096,Fayette
2749,S 1ST STREET,ABILENE,TX,79605,2749 S 1ST STREET,32.45019091,-99.75596983,THE OASIS,ABILENE OASIS LLC,325-698-5661,Taylor
14454,HWY 190 WEST,ONALASKA,TX,77360,14454 HWY 190 WEST,30.84701337,-95.11400759,THE OLD HOUSE OF LIQUOR,MALONE'S NEW HOUSE LLC,936-646-4306,Polk
16620,FM 1485 SUITE A,CONROE,TX,77306,16620 FM 1485 SUITE A,30.20666127,-95.27123215,THE OLD HOUSE OF LIQUOR,SILSILLA BUSINESS LLC,,Montgomery
1723,S DUMAS AVENUE,DUMAS,TX,790295527,1723 S DUMAS AVENUE,35.84459039,-101.9733076,THE ORIGINAL J'S LIQUOR,"ROBINSON, MARILEE KLOCK",(806) 934-4003,Moore
608,MAIN,JOURDANTON,TX,78026,608 MAIN,28.91839894,-98.5481655,THE OTHER SHOT GLASS LIQUOR,"LAGRANGE, EDWARD LEE",830-769-2192,Atascosa
147,FM 2483,MORGANS POINT RESORT,TX,76513,147 FM 2483,31.14722153,-97.45961484,THE POINT,BLRL DISTRIBUTION LTD.,254-778-5053,Bell
8800,AIRPORT ROAD,TEMPLE,TX,765026948,8800 AIRPORT ROAD,31.15828166,-97.42128003,THE POINT LIQUOR 2,BLRL DISTRIBUTION LTD.,254-744-1313,Bell
2900,W MILE 6 1/2 SUITE B,MISSION,TX,78574,2900 W MILE 6 1/2 SUITE B,26.31528615,-98.348137,THE RABBIT HOLE,"RODRIGUEZ, ELIZABETH LYNETTE",,Hidalgo
601,N DIXIE BOULEVARD,ODESSA,TX,79761,601 N DIXIE BOULEVARD,31.85538601,-102.3590773,THE RED BARN,THE RED BARN CELIAS IC HOUSE LLC,432-337-4142,Ector
1970,HWY 83 SOUTH,ZAPATA,TX,78076,1970 HWY 83 SOUTH,26.87942833,-99.25704549,THE ROUND UP LIQUOR SHACK,"PEREZ, JOSE LIBRADO JR (ET AL)",(956) 765-8000,Zapata
17571,HWY 43 NORTH SUITE 2,KARNACK,TX,75661,17571 HWY 43 NORTH SUITE 2,32.63935752,-94.16018726,THE RUN-IN PACKAGE STORE,"KHUON, SOPEAK",903 679 3444,Harrison
14,SW 28TH STREET,PERRYTON,TX,79070,14 SW 28TH STREET,36.2768135,-100.7987587,THE SALTED RIM,THE SALTED RIM INC.,806-435-2337,Ochiltree
1292,FISHER,MATAGORDA,TX,77457-0480,1292 FISHER,28.70918751,-95.92221268,THE SALTY DOG,"MARSHALL, LAURA HALLMARK",(979) 863-7799,Matagorda
1027,W OAKLAWN,PLEASANTON,TX,78064-3955,1027 W OAKLAWN,28.9551149,-98.49420135,THE SHOT GLASS,"LAGRANGE, EDWARD LEE",830-569-2705,Atascosa
909,S MECHANIC 'C',EL CAMPO,TX,774373241,909 S MECHANIC 'C',29.18913776,-96.26353485,THE SHOT SPOT,LCP ENTERPRISES LLC,(979) 578-9080,Wharton
2415,WEST LOOP,EL CAMPO,TX,77437,2415 WEST LOOP,29.21304184,-96.28032783,THE SHOT SPOT #2,LCP ENTERPRISES LLC,,Wharton
840,HWY 377 EAST,GRANBURY,TX,76048,840 HWY 377 EAST,32.4349817,-97.7790811,THE SPIRITS OF GRANBURY,LUCKY SENG INC.,817-579-8764,Hood
508,S MAIN,WHEELER,TX,79096,508 S MAIN,35.43809152,-100.1960969,THE TIPSY BIRD BEER WINE & SPIRITS,THE TIPSY BIRD BEER WINE & SPIRITS LLC,806-829-0299,Wheeler
211,N BRIDGE STREET,HENRIETTA,TX,76365,211 N BRIDGE STREET,33.81652442,-98.1953942,"THE TOP SHELF SPIRITS, BEER AND WINE, LLC",THE TOP SHELF SPIRITS BEER AND WINE LLC,940-538-0444,Clay
600,HWY 78N SUITE B,BLUE RIDGE,TX,75424,600 HWY 78N SUITE B,33.30659135,-96.38586717,THE WHISKEY STOP,BLUE RIDGE STORES LLC,972-752-9200,Collin
3356,FM 2298,HEREFORD,TX,79045,3356 FM 2298,34.76491396,-102.7080783,THE WINDMILL,B & T INVESTMENTS INC.,806-289-5949,Deaf Smith
302,HWY 14 NORTH,WORTHAM,TX,76693-0425,302 HWY 14 NORTH,31.78998586,-96.46337562,THE WORTHAM LIQUOR STORE,"MAO, RICKY CHEY",254-765-3488,Freestone
381,FM 707 NORTH,MERKEL,TX,79536,381 FM 707 NORTH,32.5106393,-99.88769484,THE YAPPING DAWG,"JORGENSEN, DAVID LYNN",325-660-6422,Taylor
15112,IH 35 NORTH,AUSTIN,TX,78728,15112 IH 35 NORTH,30.45657162,-97.68989902,THINGS BEER LLC,THINGS BEER LLC,512-501-2884,Travis
4808,MONTANA AVENUE,EL PASO,TX,79903,4808 MONTANA AVENUE,31.78355547,-106.4315269,THIRD EYE WINE & SPIRITS LLC,THIRD EYE WINE & SPIRITS LLC,,El Paso
1523,W AMERICAN BOULEVARD,MULESHOE,TX,79347-3027,1523 W AMERICAN BOULEVARD,34.23440723,-102.7391523,THIRSTY MULE PACKAGE STORE,"ARIAS, ESTEBAN",,Bailey
19903,STONE OAK PARKWAY SUITE 112,SAN ANTONIO,TX,78258-6953,19903 STONE OAK PARKWAY SUITE 112,29.6425459,-98.4911797,THRIFTY LIQUOR,DIMAR VENTURES LLC,,Bexar
17026,BULVERDE ROAD SUITE 209,SAN ANTONIO,TX,78247,17026 BULVERDE ROAD SUITE 209,29.58546783,-98.40707822,THRIFTY LIQUOR,DIMAR VENTURES LLC,,Bexar
24145,IH 10 WEST SUITE 103,SAN ANTONIO,TX,78257-1129,24145 IH 10 WEST SUITE 103,29.6642767,-98.6319785,THRIFTY LIQUOR,DIMAR VENTURES LLC,210-698-8466,Bexar
14602,HUEBNER ROAD SUITE 116,SAN ANTONIO,TX,78230-5415,14602 HUEBNER ROAD SUITE 116,29.5727159,-98.546742,THRIFTY LIQUOR,DIMAR VENTURES LLC,210-492-9463,Bexar
1711,FM 1417 NORTH SUITE 700,SHERMAN,TX,75092,1711 FM 1417 NORTH SUITE 700,33.65071788,-96.64092248,THUMBS UP LIQUOR & TOBACCO,AYUSH CORP.,903-358-6153,Grayson
12801,EDGEMERE BOULEVARD SUITE 103B,EL PASO,TX,79938,12801 EDGEMERE BOULEVARD SUITE 103B,31.83088294,-105.9701298,TIERRA'S BEVERAGES LIQUOR & WINE LLC,TIERRA'S BEVERAGES LIQUOR & WINE LLC,915-855-9463,El Paso
376,FM 1960W SUITE A,HOUSTON,TX,77090,376 FM 1960W SUITE A,30.02015216,-95.43592961,TIGER LIQUOR,GALAXYWAY TRADING INC.,281-440-4141,Harris
150,OVERTON ROAD,HASKELL,TX,795219406,150 OVERTON ROAD,33.12232746,-99.65415022,TIME OUT BEVERAGES,TIME OUT BEVERAGES INC.,940-631-5773,Haskell
849,E COMMERCE STREET SUITE 701,SAN ANTONIO,TX,78205,849 E COMMERCE STREET SUITE 701,29.423623,-98.4853599,TIME OUT LIQUOR,KIOSK AT RIVERCENTER LLC,,Bexar
15622,S POST OAK SUITE 3,HOUSTON,TX,77053,15622 S POST OAK SUITE 3,29.599305,-95.465732,TIO'S LIQUOR,"TORRES, DOMINGO",281-437-3575,Harris
6660,FM 315 SOUTH,LARUE,TX,75770-4726,6660 FM 315 SOUTH,32.15917478,-95.54164736,TIP TOP PACKAGE STORE,SOLTY NOP LLC,903-852-7490,Henderson
1210,5TH STREET,DICKENS,TX,79229,1210 5TH STREET,33.66676501,-100.6782561,TIPS LIQUOR STORE,PHILMIC INC.,806-623-5218,Dickens
504,W 2ND ST SUITE A,WHITE DEER,TX,79097,504 W 2ND ST SUITE A,35.43580404,-101.1785262,TIPSY GYPSY,GYPSIES TRAMPS AND LEAVES LLC,806-883-2115,Carson
6104,MONTGOMERY DRIVE,SAN ANTONIO,TX,78239-3233,6104 MONTGOMERY DRIVE,29.5114078,-98.3676219,TIPSY LIQUOR,QUICK PAY ENTERPRISES INC.,,Bexar
204,BENDER AVENUE,HUMBLE,TX,77338,204 BENDER AVENUE,30.0001222,-95.2673885,TJ'S LIQUOR,KEYO & ROCA ENTERPRISES LLC,281-446-0595,Harris
1725,S HENDERSON BOULEVARD,KILGORE,TX,75662,1725 S HENDERSON BOULEVARD,32.37242538,-94.8696395,TJ'S LIQUOR BEER WINE,TJ LIQUOR LLC,903-984-8061,Gregg
10853,KIRKFAIR DRIVE,HOUSTON,TX,77089,10853 KIRKFAIR DRIVE,29.59810813,-95.23140388,TNT LIQUOR,REVOLUTION LIQUOR LLC,281-464-0826,Harris
715,N NECHES,COLEMAN,TX,76834,715 N NECHES,31.83716346,-99.42735565,TNT QUICK STOP LIQUOR-BEER-WINE,"MCALISTER, SARITA SUE",,Coleman
1002,AVENUE H,LEVELLAND,TX,79336,1002 AVENUE H,33.58212293,-102.3779881,TOBACCO EXPRESS #1,"MELCHER, JEFFERY SCOTT",806-894-9962,Hockley
391,EL DORADO BOULEVARD,WEBSTER,TX,77598,391 EL DORADO BOULEVARD,29.55801908,-95.14681797,TOBY'S WINE & SPIRITIS,VICTORIA DIAMOND & JEWELRY LLC,281-486-8915,Harris
2600,TOCO DR BUILDING B,TOCO,TX,75421,2600 TOCO DR BUILDING B,33.64662146,-95.71722835,TOCO LIQUOR PACKAGE STORE,SOSTHANIMA LLC,,Lamar
5145,WEBER RD SUITE 101,CORPUS CHRISTI,TX,78411,5145 WEBER RD SUITE 101,27.7204748,-97.39942263,TODDY SHOPPE,PRAMI LLC,361-739-7181,Nueces
3100,INDEPENDENCE PARKWAY SUITE 303,PLANO,TX,75075-1997,3100 INDEPENDENCE PARKWAY SUITE 303,33.0466,-96.7306,TOMPSON LIQUOR MART,A & E VENTURES LLC,972-599-0900,Collin
8021,N MAIN STREET 'A',HOUSTON,TX,770224757,8021 N MAIN STREET 'A',29.822643,-95.3950305,TONY LIQUOR,LYNN FOOD STORE INC.,713-692-1272,Harris
729,N 5TH AVENUE 'A',TEXAS CITY,TX,77590,729 N 5TH AVENUE 'A',29.3891078,-94.905245,TONY'S PACKAGE STORE,ANPAR LLC,(409) 941-9900,Galveston
1657,S COUNTY LINE ROAD,ELECTRA,TX,76360,1657 S COUNTY LINE ROAD,33.96863862,-98.96900967,TOP HAT LIQUOR,"SUN, MOY SIE",940 495-4449,Wichita
10814,HWY 290E 'B',MANOR,TX,786539706,10814 HWY 290E 'B',30.33937935,-97.52388582,TOP LIQUOR,"EJIGU, DANIEL MESFIN",512 272-8080,Travis
1400,E OLD SETTLERS BOULEVARD,ROUND ROCK,TX,78664-2539,1400 E OLD SETTLERS BOULEVARD,30.5390051,-97.6705618,TOP LIQUOR,"KASSAYE, GIDEY WOLDEGEBRIE",512-716-0171,Williamson
7020,HWY 181N SUITE A,FLORESVILLE,TX,78114,7020 HWY 181N SUITE A,29.11824585,-98.20179479,TOP LIQUOR,CE MARION LLC,830-393-7600,Wilson
7606,GREENVILLE AVENUE,DALLAS,TX,752313804,7606 GREENVILLE AVENUE,32.8869,-96.757,TOP LIQUOR BEER AND WINE,NEW VARIETY LIQUOR BEER AND WINE INC.,214-361-2184,Dallas
1001,E 8TH STREET,LITTLEFIELD,TX,79339-4144,1001 E 8TH STREET,33.9184382,-102.3251501,TOP SHELF LIQUOR AND WINE CELLAR,"WRIGHT, LARRY ALLEN (ET AL)",806-385-9463,Lamb
8350,GLADYS SUITE 102,BEAUMONT,TX,777064019,8350 GLADYS SUITE 102,30.0915634,-94.1894836,TOP SHELF LIQUORS,ELISHAAYAN INTERNATIONAL LLC,(409) 860-4593,Jefferson
9405,JENSEN DRIVE,HOUSTON,TX,77093,9405 JENSEN DRIVE,29.8468499,-95.3433238,TOTAL LIQUOR,PAYLESS LIQUOR LLC,,Harris
8889,W GATEWAY BOULEVARD SUITE 620,EL PASO,TX,79925,8889 W GATEWAY BOULEVARD SUITE 620,31.76910774,-106.3712488,TOTAL WINE SPIRITS BEER & MORE,FINE WINES & SPIRITS OF NORTH TEXAS LLC,,El Paso
2857,KATY FREEWAY SUITE 100,HOUSTON,TX,77007,2857 KATY FREEWAY SUITE 100,29.7762365,-95.38906394,TOTAL WINE SPIRITS BEER & MORE,FINE WINES & SPIRITS OF NORTH TEXAS LLC,,Harris
5425,SOUTH PADRE ISLAND DRIVE,CORPUS CHRISTI,TX,78411,5425 SOUTH PADRE ISLAND DRIVE,27.708989,-97.37356285,TOTAL WINE SPIRITS BEER & MORE,FINE WINES & SPIRITS OF NORTH TEXAS LLC,,Nueces
10322,BROADWAY STREET,PEARLAND,TX,77584,10322 BROADWAY STREET,29.54597973,-95.35077797,TOTAL WINE SPIRITS BEER & MORE,FINE WINES & SPIRITS OF NORTH TEXAS LLC,,Brazoria
2501,RIO GRANDE BOULEVARD,EULESS,TX,76039,2501 RIO GRANDE BOULEVARD,32.8723558,-97.1033922,TOTAL WINE SPIRITS BEER & MORE,FINE WINES & SPIRITS OF NORTH TEXAS LLC,,Tarrant
1900,LAKE WOODLANDS DRIVE,THE WOODLANDS,TX,77380,1900 LAKE WOODLANDS DRIVE,30.13643022,-95.46865244,TOTAL WINE SPIRITS BEER & MORE,FINE WINES & SPIRITS OF NORTH TEXAS LLC,,Montgomery
16762,SW FREEWAY SUITE B,SUGAR LAND,TX,77479,16762 SW FREEWAY SUITE B,29.56644937,-95.63560349,TOTAL WINE SPIRITS BEER & MORE,FINE WINES & SPIRITS OF NORTH TEXAS LLC,,Fort Bend
3101,TEXAS SAGE TRAIL,FORT WORTH,TX,76117,3101 TEXAS SAGE TRAIL,32.80366801,-97.26756688,TOTAL WINE SPIRITS BEER & MORE,FINE WINES & SPIRITS OF NORTH TEXAS LLC,,Tarrant
