addressnbr,addressline1,city,state,zip,streetaddress,tradename,owner,phone,county,shortname,oldlat,oldlng,lat,lng
5316,SW PARKWAY,WICHITA FALLS,TX,76310,5316 SW PARKWAY,STAR LIQUOR,"WONG, JAMES M",940-500-4078,Wichita,,33.79874725,-98.51105237,33.79874725,-98.51105237
12710,S KIRKWOOD ROAD SUITE B,STAFFORD,TX,774773810,12710 S KIRKWOOD ROAD SUITE B,STAR LIQUOR,RAMRATAN INC.,(281) 277-5225,Fort Bend,,29.6354936,-95.5811678,29.6354936,-95.5811678
11734,BARKER CYPRESS ROAD SUITE 104,CYPRESS,TX,77433,11734 BARKER CYPRESS ROAD SUITE 104,STAR LIQUOR,MICHELLE LAM CORPORATION,281-855-1276,Harris,,29.9456243,-95.6755096,29.9456243,-95.6755096
6322,FM 78 SUITE 124,SAN ANTONIO,TX,78244,6322 FM 78 SUITE 124,STAR LIQUOR #1,YAE LLC,210-310-2594,Bexar,,29.4786231,-98.36253,29.4786231,-98.36253
460,N LAMAR STREET SUITE 300,DALLAS,TX,75202,460 N LAMAR STREET SUITE 300,STAR LIQUOR BEER & WINE,400 SLBW LLC,682-472-5826,Dallas,,32.78175541,-96.80497507,32.78175541,-96.80497507
5145,FM 620 NORTH SUITE L130,AUSTIN,TX,78732,5145 FM 620 NORTH SUITE L130,STEINER RANCH LIQUOR,OMARSON INC.,(512) 266-0234,Travis,,30.38982958,-97.88135111,30.38982958,-97.88135111
1315,E 1ST STREET SUITE A,HUMBLE,TX,77338,1315 E 1ST STREET SUITE A,STEVE'S LIQUOR,TRINH TRAN LLC,281-446-0996,Harris,,29.9995246,-95.2528599,29.9995246,-95.2528599
7101,HWY 71W BUILDING A11,AUSTIN,TX,78735,7101 HWY 71W BUILDING A11,STEVE'S LIQUOR,HIGH STREAM INVESTMENTS LLC,512-288-4590,Travis,,30.26591098,-97.8665976,30.26591098,-97.8665976
2425,EXPOSITION BOULEVARD 'B',AUSTIN,TX,78703,2425 EXPOSITION BOULEVARD 'B',STEVE'S LIQUOR & FINE WINES,HIGH STREAM INVESTMENTS LLC,512-476-8082,Travis,,30.2974589,-97.7671381,30.2974589,-97.7671381
2101,N RAUL LONGORIA,SAN JUAN,TX,78589,2101 N RAUL LONGORIA,STEVE'S LIQUOR HOUSE,"REGALADO, ESTEBAN",956-821-9116,Hidalgo,,26.16785128,-98.15483749,26.215,-98.1508
1030,E CALIFORNIA STREET,GAINESVILLE,TX,762404910,1030 E CALIFORNIA STREET,STILL ON THE CORNER INC.,STILL ON THE CORNER INC.,(940) 665-9000,Cooke,,33.62413657,-97.13450206,33.62413657,-97.13450206
1842,FM 407E SUITE 2,BARTONVILLE,TX,76226,1842 FM 407E SUITE 2,STIR UPS LIQUOR,DOUGLASS DISTRIBUTING RETAIL CO.,940-584-0380,Denton ,,33.11028807,-97.16936854,33.11028807,-97.16936854
2424,NE 28TH STREET,FORT WORTH,TX,76106,2424 NE 28TH STREET,STOCKYARDS LIQUOR & WINE,SAMBRIDHI TRADER LLC,,Tarrant,,32.79504059,-97.32662874,32.79504059,-97.32662874
19202,STONE OAK PARKWAY SUITE 107,SAN ANTONIO,TX,78258-3287,19202 STONE OAK PARKWAY SUITE 107,STONE OAK LIQUOR,WOLFIE TRADING LLC,210-404-1166,Bexar,,29.62728,-98.494475,29.62728,-98.494475
14405,FM 2100 SUITE I,CROSBY,TX,77532,14405 FM 2100 SUITE I,STONEFIELD LIQUOR,ARNAV SHAH LLC,,Harris,,29.8955926,-95.0638797,29.8955926,-95.0638797
1406,W FAIRMONT PARKWAY,LA PORTE,TX,77571,1406 W FAIRMONT PARKWAY,STONEFIELD LIQUOR,AMIN & AMIN 2015 LLC,,Harris,,29.65219309,-95.03255602,29.65219309,-95.03255602
13514,E TIDWELL SUITE 500,HOUSTON,TX,77044,13514 E TIDWELL SUITE 500,STONEFIELD LIQUOR,AMIN & AMIN 2015 LLC,281-458-5503,Harris,,29.85312592,-95.19187958,29.85312592,-95.19187958
3535,CLEAR LAKE CITY BLVD STE 200,HOUSTON,TX,77059,3535 CLEAR LAKE CITY BLVD STE 200,STONEFIELD LIQUOR,DALIA & DALIA LLC,832-630-2287,Harris,,29.60766206,-95.12488828,29.60766206,-95.12488828
4801,WILSON ROAD SUITE 1000,HUMBLE,TX,77396,4801 WILSON ROAD SUITE 1000,STONEFIELD LIQUOR & DISCOUNT TOBACCO,LIQUOR @ WILSON ROAD INC.,,Harris,,29.9368522,-95.2490751,29.9369,-95.249
12161,HWY 105 EAST SUITE A,PLANTERSVILLE,TX,77363,12161 HWY 105 EAST SUITE A,STONEHAM LIQUOR,BARKAAT INVESTMENTS INC.,936-894-2424,Grimes,,30.3292941,-95.85383134,30.3292941,-95.85383134
151,EASTGATE PLAZA SUITE 8,BELLMEAD,TX,76705,151 EASTGATE PLAZA SUITE 8,STONEY'S LIQUOR - BELLMEAD,FALLS CAPITAL INC.,,McLennan,,31.62654889,-97.09606344,31.62654889,-97.09606344
227,N MILAM,CAMERON,TX,76520,227 N MILAM,STONEY'S LIQUOR - CAMERON,FALLS CAPITAL INC.,,Milam,,30.85130768,-96.9736486,30.85130768,-96.9736486
609,S KEY AVENUE,LAMPASAS,TX,76550,609 S KEY AVENUE,STONEY'S LIQUOR - LAMPASAS,FALLS CAPITAL INC.,512-564-1650,Lampasas,,31.06236967,-98.18106153,31.0624,-98.1811
20212,EVA STREET SUITE 240,MONTGOMERY,TX,77356,20212 EVA STREET SUITE 240,STONEY'S LIQUOR - MONTGOMERY,FALLS CAPITAL INC.,,Montgomery,,30.45051562,-95.70179645,30.39,-95.6792
1529,W CAMERON AVENUE,ROCKDALE,TX,76567-2606,1529 W CAMERON AVENUE,STONEY'S LIQUOR - ROCKDALE,FALLS CAPITAL INC.,,Milam,,30.64593122,-97.02339161,30.6466,-97.0199
1058,E AUSTIN,GIDDINGS,TX,78942,1058 E AUSTIN,STONEY'S LIQUOR-GIDDINGS,FALLS CAPITAL INC.,254-803-9636,Lee,,30.18105784,-96.92769821,30.1808,-96.9277
879,N MARKET STREET,HEARNE,TX,77859,879 N MARKET STREET,STONEY'S LIQUOR-HEARNE,FALLS CAPITAL INC.,254 803 9636,Robertson,,30.88999517,-96.59946505,30.8898,-96.5998
7224,W FUQUA STREET SUITE B,HOUSTON,TX,77489,7224 W FUQUA STREET SUITE B,STUDIO 2000 LIQUOR LLC,STUDIO 2000 LIQUOR LLC,,Fort Bend,,29.59939,-95.4947973,29.5994,-95.4948
13071,W LAKE HOUSTON PARKWAY,HOUSTON,TX,770445391,13071 W LAKE HOUSTON PARKWAY,SUMMERWOOD LIQUOR,V & H INC.,(281) 458-8505,Harris,,29.92480736,-95.18837941,29.925,-95.1887
5909,SCOTT STREET SUITE E,HOUSTON,TX,77021,5909 SCOTT STREET SUITE E,SUN LIQUOR,"DUONG, LARRY LINH",713-741-6119,Harris,,29.704078,-95.3581977,29.7042,-95.3582
4200,VICTORY DRIVE,MARSHALL,TX,75672,4200 VICTORY DRIVE,SUNDOWN LIQUOR #1,JSM BUSINESS INC.,903-938-2834,Harrison,,32.53893151,-94.31912757,32.5391,-94.3201
826,N HENDERSON BOULEVARD,KILGORE,TX,75662,826 N HENDERSON BOULEVARD,SUNDOWN LIQUOR #2,KVS BUSINESS INC.,903-984-6276,Gregg,,32.38398489,-94.87015023,32.3892,-94.8656
8840,WILL CLAYTON PARKWAY SUITE H,HUMBLE,TX,77338,8840 WILL CLAYTON PARKWAY SUITE H,SUNNY LIQUOR,SUKHREEN INVESTMENTS INC.,,Harris,,29.97898955,-95.25355499,29.9785,-95.2508
12315,FM 1960E SUITE B,HUFFMAN,TX,77336,12315 FM 1960E SUITE B,SUNNY LIQUOR,SUKHREEN INVESTMENTS INC.,(832) 595-9275,Harris,,30.0643148,-95.09883936,30.026,-95.0843
8923,CULEBRA ROAD SUITE I,SAN ANTONIO,TX,78251,8923 CULEBRA ROAD SUITE I,SUNNY LIQUOR,MGR STORES INC.,(210) 231-0355,Bexar,,29.46221186,-98.67602938,29.4787,-98.6635
5603,HWY 67 EAST,ALVARADO,TX,76009,5603 HWY 67 EAST,SUNNY'S LIQUOR,SBGJ INVESTMENTS INC.,,Johnson,,32.408227,-97.26219788,32.409,-97.2618
2356,W ALABAMA STREET,HOUSTON,TX,77098,2356 W ALABAMA STREET,SUNNY'S LIQUOR & DISCOUNT TOBACCO,BLESS BUSINESS INC.,(713) 526-7391,Harris,,29.73861634,-95.41562453,29.7389,-95.4157
704,MAIN,SUNRAY,TX,79086,704 MAIN,SUNRAY LIQUOR,"MENDOZA, ARNOLDO",806-948-5281,Moore,,36.01660505,-101.8246662,36.0174,-101.825
100,S HARBORTH AVENUE,THREE RIVERS,TX,78071-1835,100 S HARBORTH AVENUE,SUNSET LIQUOR,D.Z. INC.,361-786-2204,Live Oak,,28.46951754,-98.22427756,28.4603,-98.1823
705,HWY 87 NORTH,NEWTON,TX,75966,705 HWY 87 NORTH,SUNSHINE LIQUOR,SOLLEY'S INC.,(409) 379-4837,Newton,,30.83520734,-93.72840006,30.8352,-93.7284
2223,NEDERLAND AVENUE,NEDERLAND,TX,776276043,2223 NEDERLAND AVENUE,SUNSHINE LIQUOR,SHAILA INTERNATIONAL INC.,409-724-0721,Jefferson,,29.96676422,-93.99622235,29.9667,-93.9963
1711,9TH STREET,WICHITA FALLS,TX,76301,1711 9TH STREET,SUPER 9 LIQUOR,"LIM, MENG",940-766-5557,Wichita,,33.90369334,-98.50389948,33.9033,-98.5049
2950,WALNUT HILL LANE,DALLAS,TX,75229,2950 WALNUT HILL LANE,SUPER BY-LO,HAI YEN CORPORATION,(214) 352-2949,Dallas,,32.8806,-96.8791,32.8806,-96.8793
700,CULVER STREET,COMMERCE,TX,75428,700 CULVER STREET,SUPER STOP DISCOUNT LIQUOR,OMSHARAN LLC,903-818-4458,Hunt,,33.23603931,-95.89082565,33.2359,-95.8909
12347,FONDREN ROAD,HOUSTON,TX,77035,12347 FONDREN ROAD,SW LIQUOR & WINE,TSJ SPIRITS INC.,713-729-2377,Harris,,29.64345457,-95.50821263,29.643,-95.5072
6812,FM 1765,TEXAS CITY,TX,77591,6812 FM 1765,SWIZZLE LIQUOR,AARN SAIJALA CORP.,409-938-1100,Galveston,,29.378959,-94.9871465,29.379,-94.987
9902,HOMESTEAD ROAD,HOUSTON,TX,77016,9902 HOMESTEAD ROAD,T LIQUOR,T LIQUOR CORP.,713-631-2727,Harris,,29.8548779,-95.3000454,29.8549,-95.3001
14682,WALLISVILLE ROAD,HOUSTON,TX,77049,14682 WALLISVILLE ROAD,T'S LIQUOR,"LIM, JAY",832-830-8957,Harris,,29.80557133,-95.18781516,29.8052,-95.1867
2709,KATY FLEWELLEN ROAD 'A',KATY,TX,77494-5425,2709 KATY FLEWELLEN ROAD 'A',T. G. FOOD MART & LIQUOR,T. G. FOOD MART & LIQUOR INC.,281-392-5892,Fort Bend,,29.7498399,-95.8351611,29.7497,-95.8353
2000,ILLINOIS STREET SUITE B,NEW FAIRVIEW,TX,76078,2000 ILLINOIS STREET SUITE B,TAKE-A-BREAK LIQUOR,NEW GALAXY VENTURE LLC,817-636-2552,Wise,,33.09827384,-97.40784594,33.0979,-97.4108
2680,DENTON TAP ROAD SUITE 111,LEWISVILLE,TX,75067,2680 DENTON TAP ROAD SUITE 111,TAPS LIQUOR 1,BAMA FORTUNE INC,469-464-3635,Denton ,,32.9978556,-96.9937707,32.9978,-96.9938
7001,CONFEDERATE PARK ROAD,FORT WORTH,TX,76108,7001 CONFEDERATE PARK ROAD,TARRANT LIQUOR,TARRANT LIQUOR INC.,,Tarrant,,32.82271287,-97.50951522,32.8226,-97.5095
5250,N TARRANT PARKWAY SUITE 110,FORT WORTH,TX,76137,5250 N TARRANT PARKWAY SUITE 110,TARRANT LIQUOR INC,TARRANT LIQUOR INC.,817-832-5097,Tarrant,,32.8947185,-97.27123186,32.8939,-97.2708
470,HWY 137 SOUTH,BIG LAKE,TX,76932,470 HWY 137 SOUTH,TATER'S HOUSE,"HARRISON, THERESA LYNN (ET AL)",785-221-6862,Reagan,,31.19498313,-101.4672234,31.1854,-101.467
1016,W 2ND STREET,TAYLOR,TX,765742429,1016 W 2ND STREET,TAYLOR LIQUOR,AUSKO LLC,(512) 352-7385,Williamson,,30.568127,-97.420818,30.568127,-97.420818
3454,HWY 96 NORTH,SILSBEE,TX,77656-7627,3454 HWY 96 NORTH,TEJAS LIQUOR #2,TRIPPLE S INNOVATION LLC,409-385-6880,Hardin,,30.35680006,-94.12896446,30.35680006,-94.12896446
1779,WELLS BRANCH PARKWAY SUITE 111,AUSTIN,TX,78728,1779 WELLS BRANCH PARKWAY SUITE 111,TEJAS LIQUOR #3,KASHIV INC.,512 358 9800,Travis,,30.4352406,-97.6742898,30.4352,-97.6742
3322,FM 92 UNIT 2,SILSBEE,TX,77656-8026,3322 FM 92 UNIT 2,TEJAS LIQUOR #3,TRIPPLE S INNOVATION LLC,409-385-4420,Hardin,,30.41587723,-94.17206414,30.41587723,-94.17206414
2890,WASHINGTON BOULEVARD,BEAUMONT,TX,77705-1457,2890 WASHINGTON BOULEVARD,TEJAS LIQUOR #4,TRIPPLE S INNOVATION LLC,,Jefferson,,30.0561775,-94.1149747,30.0561775,-94.1149747
235,TEXAS AVENUE,BRIDGE CITY,TX,77611,235 TEXAS AVENUE,TEJAS LIQUOR #5,TRIPPLE S INNOVATION LLC,409-735-2847,Orange,,30.01692398,-93.85056067,30.01692398,-93.85056067
457,N LHS DRIVE,LUMBERTON,TX,77657,457 N LHS DRIVE,TEJAS LIQUOR #6,TRIPPLE S INNOVATION LLC,,Hardin,,30.2255764,-94.19611229,30.2255764,-94.19611229
4700,HWY 365 SUITE P,PORT ARTHUR,TX,77642,4700 HWY 365 SUITE P,TEJAS LIQUOR #7,TRIPPLE S INNOVATION LLC,,Jefferson,,29.93918263,-93.91596297,29.9629,-93.9764
630,S PINE STREET,KOUNTZE,TX,77625-7721,630 S PINE STREET,TEJAS LIQUOR BOTTLE & SMOKE SHOP,TRIPPLE S INNOVATION LLC,409-246-2085,Hardin,,30.37573484,-94.37897212,30.3721,-94.3135
5601,W MILE 3 SUITE C,MISSION,TX,78574,5601 W MILE 3 SUITE C,TEKILAS LIQUOR STORE,"GONZALEZ, CYNTHIA (ET AL)",956-519-3268,Hidalgo,,26.31892959,-98.3700597,26.2668,-98.3816
510,HWY 6 SUITE 150,SUGAR LAND,TX,77478,510 HWY 6 SUITE 150,TELFAIR LIQUOR,PRIME REGENCY INC.,281-240-0997,Fort Bend,,29.6196141,-95.60701472,29.6086,-95.6465
1004,ALDINE BENDER ROAD,HOUSTON,TX,77032,1004 ALDINE BENDER ROAD,TELO LIQUOR #2,TELO LIQUOR #2 LLC,,Harris,,29.9332956,-95.37411669,29.933,-95.3738
159,ALDINE BENDER ROAD SUITE 171,HOUSTON,TX,77060,159 ALDINE BENDER ROAD SUITE 171,TELOLOAPAN LIQUOR STORE,ELADIA'S LICOR INC.,713-771-6566,Harris,,29.9323825,-95.4040438,29.9324,-95.4041
2001,WOLFE CITY DRIVE SUITE B,COMMERCE,TX,75428,2001 WOLFE CITY DRIVE SUITE B,TEX'S T ONE STOP,GURSAI TEXAS LLC,903-886-7910,Hunt,,33.2684877,-95.91605077,33.2579,-95.9019
9211,W RD SUITE 127,HOUSTON,TX,77064,9211 W RD SUITE 127,TEXAN LIQUOR,"OTAL, SATMINDER SINGH",(281) 469-6850,Harris,,29.92214439,-95.54707192,29.9015,-95.5529
6743,AIRLINE,HOUSTON,TX,77076,6743 AIRLINE,TEXANS DISCOUNT LIQUOR,SPIRITS & MORE INC.,(713) 697-5499,Harris,,29.86012659,-95.38480709,29.8602,-95.3857
701,SAINT JOHN STREET,JEFFERSON,TX,75657,701 SAINT JOHN STREET,TEXAS 49 CROSSING LIQUOR,BICE INVESTMENTS LLC,903-665-3242,Marion,,32.76628285,-94.34457125,32.7665,-94.3445
1210,LOOP 340 NORTH,LACY LAKEVIEW,TX,76715,1210 LOOP 340 NORTH,TEXAS BEVERAGE LIQUOR WINE BEER,3 BROTHERS SAJ LLC,254-732-6062,McLennan,,31.603053,-97.081317,31.6062,-97.1101
503,NIXON AVENUE,NIXON,TX,78140,503 NIXON AVENUE,TEXAS BOTTLE HAUS,"RICE, LOYCE GREY (ET AL)",830-582-2233,Gonzales,,29.27279856,-97.76575638,29.2716,-97.7657
15118,POTRANCO ROAD SUITE 13 AND 14,SAN ANTONIO,TX,78245,15118 POTRANCO ROAD SUITE 13 AND 14,TEXAS CHEER LIQUOR,MUTTI THIND & JAMMU LLC,210-378-1004,Bexar,,29.42583688,-98.79429465,29.4264,-98.7961
11219,POTRANCO ROAD BUILDING A,SAN ANTONIO,TX,78253,11219 POTRANCO ROAD BUILDING A,TEXAS CHEER LIQUOR #2,MUTTI THIND & JAMMU LLC,210-369-9741,Bexar,,29.4352651,-98.7153292,29.4354,-98.7154
13515,HWY 87N SUITE B,VICTORIA,TX,77904,13515 HWY 87N SUITE B,TEXAS LIQUOR,TACTICAL PM SOLUTIONS LLC,361-579-6247,Victoria,,28.92332616,-97.01818075,28.9223,-97.0996
1900,SE 34TH AVENUE UNIT 950,AMARILLO,TX,79118-7794,1900 SE 34TH AVENUE UNIT 950,TEXAS LIQUOR,"WINGATE, TARA JUNELL",806-220-2187,Randall,,35.1778736,-101.8157656,35.1779,-101.816
232,S RAY ROBERTS PARKWAY,TIOGA,TX,76271,232 S RAY ROBERTS PARKWAY,TEXAS OASIS LIQUOR STORE,TAKHAR INC.,940 437 5148,Grayson,,33.46724582,-96.91934748,33.4674,-96.9192
8035,FM 1431 WEST,GRANITE SHOALS,TX,78654,8035 FM 1431 WEST,TEXAS QUARRY LIQUOR,TEXAS QUARRY LIQUORS LLC,830-596-0055,Burnet,,30.60492939,-98.36835852,30.605,-98.3705
17802,W LITTLE YORK ROAD SUITE 200,HOUSTON,TX,77084,17802 W LITTLE YORK ROAD SUITE 200,TEXAS SPACE LIQUOR,"OMAMOGHO, ANDY AJEMIJEREYE",281-741-1739,Harris,,29.8657285,-95.6814921,29.8657,-95.6815
10710,N GATEWAY BOULEVARD 'B7',EL PASO,TX,799241741,10710 N GATEWAY BOULEVARD 'B7',TEXAS STAR BEVERAGES,YGP REMOH CORPORATION,915-821-9151,El Paso,,31.90244421,-106.4132433,31.9223,-106.438
6362,HWY 31 WEST,KILGORE,TX,75662,6362 HWY 31 WEST,TEXAS TEA LIQUOR,MD BEER AND WINE L.L.C.,(903) 984-3343,Gregg,,32.37695733,-94.98447965,32.3776,-94.9791
81760,HWY 289 NORTH,POTTSBORO,TX,75076,81760 HWY 289 NORTH,TEXOMA FOOD STORE,H K HANSALI INC,903-786-8600,Grayson,,33.8167823,-96.6795337,33.8167,-96.6796
1199,AIRPORT BOULEVARD,AUSTIN,TX,78702,1199 AIRPORT BOULEVARD,THE AUSTIN SHAKER,MAGLITCH SPIRITS LLC,,Travis,,30.2765053,-97.6997138,30.2765053,-97.6997138
420,N PLEASANT VALLEY ROAD SUITE B,AUSTIN,TX,78702,420 N PLEASANT VALLEY ROAD SUITE B,THE AUSTIN SHAKER,MAGLITCH SPIRITS LLC,617-755-9812,Travis,,30.2563823,-97.7114503,30.2563,-97.7117
705,W NOEL STREET,MEMPHIS,TX,79245,705 W NOEL STREET,THE BEER STORE,THE BEER STORE INC.,,Hall,,34.72427543,-100.5441094,34.72427543,-100.5441094
8312,HWY 84,SHALLOWATER,TX,79363,8312 HWY 84,THE BEER STORE,JESSE A CARR LLC,806-404-4046,Lubbock,,33.70895798,-102.0411106,33.70895798,-102.0411106
401,S BICENTENNIAL BOULEVARD,MCALLEN,TX,78501,401 S BICENTENNIAL BOULEVARD,THE BLVD LIQUOR STORE,THE BLVD. LIQUOR STORE LLC,,Hidalgo,,26.20108933,-98.23936874,26.2009,-98.2394
309,W L DOC DODSON BOULVARD EAST,NAPLES,TX,75568-6369,309 W L DOC DODSON BOULVARD EAST,THE BOOTLEGGER,THE BOOTLEGGER LLC,,Morris,,33.20101046,-94.59617776,33.20101046,-94.59617776
545,W VETERANS MEMORIAL BOULEVARD,HARKER HEIGHTS,TX,765481141,545 W VETERANS MEMORIAL BOULEVARD,THE BOOZE BOX,"KRZYWONSKI, ELLIOTT FRANK",254 699-9565,Bell,,31.09182729,-97.67282424,31.0923,-97.6723
750,HWY 105 EAST,SOUR LAKE,TX,776595702,750 HWY 105 EAST,THE BOTTLE & SMOKE SHOP,"SIREWAL, ANIL",409-287-1210,Hardin,,30.14079787,-94.41418983,30.14079787,-94.41418983
201,S KEY AVENUE,LAMPASAS,TX,765502722,201 S KEY AVENUE,THE BOTTLE SHOP,27 VILLAGE PATEL CORPORATION,(512) 556-4555,Lampasas,,31.06632596,-98.18273356,31.0664,-98.1827
128,MARKET STREET SUITE A,PORT ARANSAS,TX,78373,128 MARKET STREET SUITE A,THE BOTTLE SHOPPE,MAZOCH LIBATIONS LLC,,Nueces,,27.77134722,-97.12269849,27.7743,-97.1072
219,N DUMAS AVENUE,DUMAS,TX,79029,219 N DUMAS AVENUE,THE BRIGHT SPOT,"MILLAN, SONIA",806-400-1937,Moore,,35.8684275,-101.9733013,35.8694,-101.974
1905,HWY 190 EAST SUITE B,COPPERAS COVE,TX,76522,1905 HWY 190 EAST SUITE B,THE BRU THRU BOTTLE SHOP,"POTTER, NORMAN ROBERT",254-542-5111,Coryell,,31.12031222,-97.88365224,31.12031222,-97.88365224
615,HWY 84S SUITE 200,SLATON,TX,79364-4636,615 HWY 84S SUITE 200,THE BULL STOP,THE BULL STOP LLC,806-828-5146,Lubbock,,33.45204632,-101.6430484,33.4373,-101.643
101,E GARDNER STREET SUITE A,BOVINA,TX,79009,101 E GARDNER STREET SUITE A,THE CATTLE GUARD,CATTLE GUARD LLC,575-791-7262,Parmer,,34.52131807,-102.8909677,34.5235,-102.889
2805,HWY 180 WEST,MINERAL WELLS,TX,76067,2805 HWY 180 WEST,THE CELLAR,RDW PACKAGE LLC,940-325-4007,Palo Pinto,,32.80950227,-98.08854165,32.8032,-98.1488
5100,E UNIVERSITY 'B',ODESSA,TX,79762,5100 E UNIVERSITY 'B',THE CELLAR,WEBQAC INC.,(432) 550-5911,Ector,,31.88250917,-102.3157717,31.8823,-102.316
113,E GALBRAITH,HEBBRONVILLE,TX,783613401,113 E GALBRAITH,THE CELLAR,THE CELLAR L.L.C.,(361) 527-5448,Jim Hogg,,27.30649746,-98.67739029,27.3065,-98.6775
4514,HWY 180 EAST,MINERAL WELLS,TX,76067,4514 HWY 180 EAST,THE CELLAR - EAST,RDW PACKAGE LLC,940-325-4007,Palo Pinto,,32.8000529,-98.1275491,32.8102,-98.0635
1011,FM 3278,COLDSPRING,TX,77331,1011 FM 3278,THE DAM LIQUOR STORE,BROWDER'S 3278 MARINA LTD.,936-653-4037,San Jacinto,,30.61650554,-95.16596035,30.6107,-95.0479
3829,SAM RAYBURN PARKWAY,BROOKELAND,TX,75931,3829 SAM RAYBURN PARKWAY,THE DAM LIQUOR STORE,"VANNOY, DEBORAH KAINE",409-698-9954,Jasper,,31.11080357,-94.00382802,31.0614,-94.0436
124,W CURRIE,GARDEN CITY,TX,79739,124 W CURRIE,THE GARDEN BEVERAGE BARN,BEARKAT SUPPLY INC.,432-213-2120,Glasscock,,31.7636826,-101.5160195,31.864,-101.482
2700-2702,MONTANA AVENUE,EL PASO,TX,79903,2700-2702 MONTANA AVENUE,THE GIFT BOX FLOWER SHOPPE,"RIVERA, RODOLFO",915-532-3322,El Paso,,31.78141596,-106.4642553,31.7815,-106.464
128,E AVENUE B,MULESHOE,TX,79347,128 E AVENUE B,THE HYDRATION STATION,"ROBINETT, PEGGY DARLENE",806-930-1343,Bailey,,34.22490349,-102.723904,34.2248,-102.724
811,S RICE,HAMILTON,TX,76531,811 S RICE,THE JERKY STORE,BLUE DOG'S TOWN HOUSE LLC,254 386 3136,Hamilton,,31.71664561,-98.11945193,31.6971,-98.1269
115,N TEXAS BOULEVARD,ALICE,TX,783325033,115 N TEXAS BOULEVARD,THE JIGGER LIQUOR WINE SPIRITS CIGARS BEER KEGS,J.N.H. ENTERPRISES INC.,361-592-6333,Jim Wells,,27.75099621,-98.06479634,27.7519,-98.0651
2302,HWY 121S STE 164 AND 168,LEWISVILLE,TX,750678117,2302 HWY 121S STE 164 AND 168,THE LEWISVILLE LIQUOR,BLUEBONNET SPIRITS LLC,972-315-6887,Denton ,,33.0048081,-96.99291284,33.0132,-96.9925
8103,BANDERA ROAD SUITE 103,SAN ANTONIO,TX,78250,8103 BANDERA ROAD SUITE 103,THE LIQUOR,LUCK & LOVE INC,210-538-8494,Bexar,,29.5160574,-98.6359111,29.516,-98.6359
2015,N 11TH ST SUITE B,BEAUMONT,TX,77703,2015 N 11TH ST SUITE B,THE LIQUOR,REDDY & REDDY LLC,,Jefferson,,30.0972396,-94.130504,30.0972,-94.1306
2712,HILLCREST,SAN ANTONIO,TX,78228,2712 HILLCREST,THE LIQUOR,LUCK & LOVE INC,210-538-8494,Bexar,,29.4839147,-98.559261,29.4839,-98.5592
9114,MCPHERSON ROAD SUITE 2504,LAREDO,TX,78045,9114 MCPHERSON ROAD SUITE 2504,THE LIQUOR & TOBACCO SHOP,THE LIQUOR & TOBACCO SHOP L.L.C.,(956) 791-1141,Webb,,27.59305787,-99.4804015,27.5937,-99.4803
402,N WELLS STREET,EDNA,TX,77957,402 N WELLS STREET,THE LIQUOR CABINET,"LUEDECKE, BRYAN ERNEST",361-782-9222,Jackson,,28.9803526,-96.64760877,28.9806,-96.6475
11100,SEAN HAGGERTY DRIVE,EL PASO,TX,79924,11100 SEAN HAGGERTY DRIVE,THE LIQUOR COMPANY,ALL AMERICAN CITY REALTY CO.,915-598-9997,El Paso,,31.93370796,-106.4242566,31.9327,-106.424
2912,DIMMITT ROAD,PLAINVIEW,TX,79072-1720,2912 DIMMITT ROAD,THE LIQUOR LOFT,CITY LIQUORS INC.,806 288-7777,Hale,,34.21177406,-101.7370992,34.2112,-101.737
771,W ROUND GROVE ROAD 'W150',LEWISVILLE,TX,75067,771 W ROUND GROVE ROAD 'W150',THE LIQUOR OUTPOST,CONDOR BEVERAGE COMPANY LLC,940-566-5678,Denton ,,33.0053,-97.0085,33.0054,-97.0089
950,W STACY ROAD '120',ALLEN,TX,75013,950 W STACY ROAD '120',THE LIQUOR OUTPOST,CONDOR BEVERAGE COMPANY LLC,,Collin,,33.1304704,-96.6754726,33.1304,-96.6757
1450,DEBBIE LANE SUITE 100,ARLINGTON,TX,76002,1450 DEBBIE LANE SUITE 100,THE LIQUOR OUTPOST,CONDOR BEVERAGE COMPANY LLC,253-225-6265,Tarrant,,32.62256071,-97.09222453,32.6078,-97.0793
1010,W UNIVERSITY DRIVE,DENTON,TX,76201,1010 W UNIVERSITY DRIVE,THE LIQUOR OUTPOST,SIDDHIPRIYA LLC,940-566-5678,Denton ,,33.2305202,-97.1427538,33.2305,-97.1427
3969,TEASLEY LANE SUITE 100,DENTON,TX,76201,3969 TEASLEY LANE SUITE 100,THE LIQUOR OUTPOST,SIDDHIPRIYA LLC,940-387-9000,Denton ,,33.1591319,-97.1049747,33.159,-97.1047
6310,DALROCK ROAD SUITE 500,ROWLETT,TX,75088,6310 DALROCK ROAD SUITE 500,THE LIQUOR OUTPOST,CONDOR BEVERAGE COMPANY LLC,253-225-6265,Rockwall,,32.91505734,-96.517928,32.916,-96.5168
4300,WESTERN CENTER BOULEVARD,FORT WORTH,TX,76137,4300 WESTERN CENTER BOULEVARD,THE LIQUOR OUTPOST,CONDOR BEVERAGE COMPANY LLC,,Tarrant,,32.86089524,-97.29321338,32.8606,-97.2928
